Category,Latitude,Longitude
Residential,27.7712727,85.3573225
Residential,27.7723715,85.3487427
Residential,27.7728801,85.3491369
Residential,27.7730612,85.3476995
Residential,27.7729878,85.3478988
Residential,27.7730982,85.3476726
Residential,27.7721718,85.3473624
Residential,27.7716689,85.3479495
Residential,27.7715216,85.3479175
Residential,27.771714,85.3478664
Residential,27.7717261,85.3479138
Residential,27.7714728,85.3480753
Residential,27.7725898,85.3474083
Residential,27.7731425,85.3474845
Residential,27.7715988,85.3488185
Residential,27.7717117,85.34807
Residential,27.7734478,85.3480927
Residential,27.7728398,85.3470925
Residential,27.7717042,85.3481281
Residential,27.771598,85.3479487
Residential,27.7724126,85.3474847
Residential,27.7726887,85.3473751
Residential,27.7726888,85.3473759
Residential,27.7727388,85.3492602
Residential,27.7728118,85.3494747
Residential,27.7729375,85.3473186
Residential,27.7710588,85.3469997
Residential,27.7717582,85.3472497
Residential,27.7730834,85.3475065
Residential,27.7717014,85.3476271
Residential,27.7718984,85.34839
Residential,27.767015,85.340945
Residential,27.7654083,85.3432083
Residential,27.765397,85.3431861
Residential,27.7654033,85.3432017
Residential,27.7708588,85.3516231
Residential,27.7704916,85.3523201
Residential,27.770814,85.3515743
Residential,27.7705127,85.3521418
Residential,27.7707128,85.3524153
Residential,27.7719345,85.3508844
Residential,27.7722063,85.350966
Residential,27.7734281,85.352889
Residential,27.7732176,85.352856
Residential,27.7708041,85.3562556
Residential,27.7712354,85.3571775
Residential,27.7714467,85.3574667
Residential,27.7712761,85.3568914
Residential,27.7708378,85.3564379
Residential,27.7711423,85.3573519
Residential,27.7714185,85.3569764
Residential,27.7716533,85.3577836
Residential,27.767481,85.3534476
Residential,27.7692305,85.3513026
Residential,27.768713,85.3422758
Residential,27.7653762,85.3429683
Residential,27.7656018,85.342879
Residential,27.7655983,85.3428937
Residential,27.7655581,85.3419591
Residential,27.7748288,85.349276
Residential,27.774973,85.3494594
Residential,27.7738023,85.3476187
Residential,27.7749694,85.3497916
Residential,27.7762358,85.3436196
Residential,27.7774108,85.3427307
Residential,27.7771038,85.3440811
Residential,27.7773719,85.3428944
Residential,27.7772281,85.3435868
Residential,27.7762126,85.3434159
Residential,27.7762494,85.343699
Residential,27.7773091,85.3436018
Residential,27.7776855,85.3435643
Residential,27.7775799,85.3446286
Residential,27.7777611,85.3432595
Residential,27.7774669,85.344976
Residential,27.777653,85.3433078
Residential,27.7770845,85.3447017
Residential,27.777129,85.3424202
Residential,27.7778159,85.343704
Residential,27.7675337,85.3480765
Residential,27.76851,85.3467622
Residential,27.7723637,85.3447635
Residential,27.7769517,85.3430734
Residential,27.7763419,85.3425442
Residential,27.7771222,85.3428912
Residential,27.768295,85.34737
Residential,27.7680048,85.3476223
Residential,27.7686779,85.3476266
Residential,27.7688502,85.3476503
Residential,27.7685011,85.3473864
Residential,27.7654158,85.34689
Residential,27.7654181,85.3470956
Residential,27.7656755,85.3470455
Residential,27.7655532,85.3470868
Residential,27.7654492,85.3468734
Residential,27.7653716,85.3467847
Residential,27.7656671,85.3454665
Residential,27.765435,85.3470067
Residential,27.7653834,85.3456638
Residential,27.7664931,85.3467363
Residential,27.765561,85.3464696
Residential,27.7654573,85.3450691
Residential,27.7659259,85.3466613
Residential,27.7657673,85.3456039
Residential,27.7657423,85.3466447
Residential,27.7772279,85.3438995
Residential,27.7773777,85.3451017
Residential,27.7775955,85.3433769
Residential,27.7777956,85.3434525
Residential,27.7776255,85.3435025
Residential,27.7775086,85.3449127
Residential,27.7773652,85.3432205
Residential,27.7770492,85.3425585
Residential,27.7779211,85.3433442
Residential,27.7772655,85.3426942
Residential,27.7776508,85.3433396
Residential,27.77795,85.3432176
Residential,27.7773527,85.3443364
Residential,27.7776288,85.3429736
Residential,27.7772041,85.3428341
Residential,27.7763323,85.3435305
Residential,27.775542,85.3414944
Residential,27.7697547,85.3433577
Residential,27.7688699,85.3443501
Residential,27.7694234,85.3444014
Residential,27.7691116,85.3416866
Residential,27.769483,85.3422031
Residential,27.7685905,85.3454664
Residential,27.7683102,85.3429039
Residential,27.7694777,85.3421134
Residential,27.7693849,85.3428484
Residential,27.7696228,85.3429839
Residential,27.7707098,85.3433492
Residential,27.7689667,85.342215
Residential,27.7692683,85.3416817
Residential,27.7685865,85.3473876
Residential,27.7666468,85.3472842
Residential,27.7676783,85.3477442
Residential,27.767569,85.3476686
Residential,27.7672806,85.348114
Residential,27.7696261,85.3489441
Residential,27.769408,85.3488547
Residential,27.7694136,85.3489378
Residential,27.7695214,85.3491937
Residential,27.770522,85.3517483
Residential,27.7705066,85.351625
Residential,27.7704373,85.3516444
Residential,27.7705552,85.3516146
Residential,27.7706426,85.351595
Residential,27.7720944,85.3543763
Residential,27.7714771,85.3539698
Residential,27.7722241,85.3543475
Residential,27.7732921,85.3544088
Residential,27.7724261,85.3548896
Residential,27.7731175,85.3543806
Residential,27.7732139,85.3544234
Residential,27.7727838,85.3544947
Residential,27.7703962,85.3544832
Residential,27.7717916,85.3542272
Residential,27.7698952,85.3549882
Residential,27.7710662,85.3544375
Residential,27.7696117,85.3483883
Residential,27.7699806,85.3488515
Residential,27.7707541,85.3518176
Residential,27.7709169,85.3515964
Residential,27.7694465,85.3509463
Residential,27.7695681,85.3509479
Residential,27.7703373,85.3520988
Residential,27.7705455,85.3516637
Residential,27.7704078,85.3515665
Residential,27.7656568,85.3471126
Residential,27.7659501,85.3472815
Residential,27.7660118,85.3472268
Residential,27.7652914,85.3469853
Residential,27.7657895,85.3473015
Residential,27.7654861,85.3467885
Residential,27.7699687,85.3536511
Residential,27.7699402,85.3531162
Residential,27.7683329,85.3550452
Residential,27.768266,85.3551823
Residential,27.7687334,85.3550739
Residential,27.7687409,85.3550837
Residential,27.7686918,85.3556922
Residential,27.7694717,85.3559837
Residential,27.7691957,85.3553062
Residential,27.7691059,85.3556949
Residential,27.7688838,85.3554758
Residential,27.7689892,85.3555899
Residential,27.7687397,85.3556079
Residential,27.7684195,85.3536615
Residential,27.7690755,85.35545
Residential,27.7680691,85.3536201
Residential,27.7681686,85.3538242
Residential,27.7689564,85.355876
Residential,27.7691247,85.3552912
Residential,27.7685344,85.3558065
Residential,27.768682,85.35586
Residential,27.768676,85.3559708
Residential,27.7683251,85.3550618
Residential,27.7682714,85.3550488
Residential,27.7696205,85.3558252
Residential,27.7691528,85.3555442
Residential,27.7733868,85.3527704
Residential,27.774431,85.3535641
Residential,27.7720363,85.3505148
Residential,27.7733228,85.3509982
Residential,27.7717328,85.3508843
Residential,27.7718386,85.3505581
Residential,27.7733426,85.3509812
Residential,27.7744211,85.3535943
Residential,27.7721156,85.3510015
Residential,27.7733188,85.3530038
Residential,27.7694128,85.3451794
Residential,27.7695266,85.3453295
Residential,27.7696415,85.3452726
Residential,27.7699551,85.3459327
Residential,27.769509,85.3442285
Residential,27.769735,85.343614
Residential,27.7696677,85.3437162
Residential,27.7694873,85.3449098
Residential,27.7693935,85.3451582
Residential,27.7718054,85.3581796
Residential,27.7719308,85.3568976
Residential,27.771598,85.3568613
Residential,27.7715817,85.3569069
Residential,27.7715298,85.3570095
Residential,27.7714592,85.3568621
Residential,27.7693402,85.3533506
Residential,27.7691605,85.3532612
Residential,27.7693161,85.3532362
Residential,27.7690824,85.3530717
Residential,27.7695718,85.3531164
Residential,27.7698326,85.3534278
Residential,27.7700388,85.3532212
Residential,27.7669964,85.3475637
Residential,27.7674077,85.3476521
Residential,27.7682151,85.3472653
Residential,27.7670671,85.3461666
Residential,27.7680221,85.3476797
Residential,27.7683248,85.3469824
Residential,27.7683483,85.346973
Residential,27.7672912,85.3519301
Residential,27.7666981,85.3509113
Residential,27.7669278,85.3506714
Residential,27.7680621,85.3510931
Residential,27.7680576,85.3511643
Residential,27.7669044,85.3506495
Residential,27.7667034,85.3508078
Residential,27.7666803,85.3509399
Residential,27.7666585,85.3512031
Residential,27.7666283,85.3513331
Residential,27.7668054,85.3518782
Residential,27.7670669,85.3520173
Residential,27.7681807,85.3525319
Residential,27.7665952,85.3516026
Residential,27.7676891,85.3512694
Residential,27.7677252,85.3515673
Residential,27.76784,85.3522509
Residential,27.7673133,85.3516217
Residential,27.7673646,85.3515926
Residential,27.7694402,85.3510209
Residential,27.7697085,85.3507639
Residential,27.7720591,85.3505138
Residential,27.772227,85.3502777
Residential,27.7720405,85.350299
Residential,27.7721483,85.3503583
Residential,27.7719118,85.3508151
Residential,27.7719771,85.3509577
Residential,27.7729906,85.3509048
Residential,27.7730656,85.350799
Residential,27.7735981,85.3518607
Residential,27.7725762,85.3515651
Residential,27.7737597,85.3524624
Residential,27.7723269,85.3511444
Residential,27.773498,85.3530723
Residential,27.7745681,85.3484833
Residential,27.7745632,85.3484405
Residential,27.7749223,85.3496166
Residential,27.7737896,85.3476864
Residential,27.777319,85.3444317
Residential,27.7767702,85.340314
Residential,27.7772541,85.3399456
Residential,27.7772264,85.3398647
Residential,27.7760493,85.3411559
Residential,27.7748915,85.3413465
Residential,27.7718607,85.3447881
Residential,27.771145,85.3444433
Residential,27.7721515,85.3456255
Residential,27.7733413,85.3464031
Residential,27.7760158,85.341806
Residential,27.771854,85.3447786
Residential,27.7760895,85.3410939
Residential,27.7770653,85.3397679
Residential,27.7765999,85.3403904
Residential,27.7760864,85.3414253
Residential,27.7765618,85.3490312
Residential,27.7770937,85.3439696
Residential,27.7678986,85.3500397
Residential,27.7689402,85.3508792
Residential,27.7711842,85.3566255
Residential,27.7719142,85.3568854
Residential,27.7715511,85.3568124
Residential,27.7715297,85.3567044
Residential,27.7721839,85.3565286
Residential,27.7716937,85.3499593
Residential,27.771913,85.3504732
Residential,27.7718784,85.3507181
Residential,27.7724326,85.355331
Residential,27.7653589,85.3469458
Residential,27.7656202,85.3471764
Residential,27.7653035,85.34711
Residential,27.7655537,85.3471586
Residential,27.7655322,85.3468444
Residential,27.7656048,85.3466762
Residential,27.7655683,85.3471752
Residential,27.7654663,85.3468846
Residential,27.7654544,85.3470738
Residential,27.7654889,85.3464053
Residential,27.7655174,85.3467402
Residential,27.7657077,85.3455443
Residential,27.765486,85.3456777
Residential,27.7654442,85.3466402
Residential,27.7654621,85.3458113
Residential,27.7656112,85.3457077
Residential,27.7655614,85.3452043
Residential,27.7656823,85.3445243
Residential,27.7655319,85.3442126
Residential,27.7661047,85.3446358
Residential,27.7657995,85.3448666
Residential,27.7659084,85.345141
Residential,27.7656857,85.3437211
Residential,27.7661133,85.3464533
Residential,27.7661078,85.3456593
Residential,27.7658977,85.3452674
Residential,27.7664404,85.3461966
Residential,27.766739,85.3441881
Residential,27.7703452,85.3516678
Residential,27.7701962,85.3514518
Residential,27.77044,85.3515937
Residential,27.7677533,85.3458396
Residential,27.768685,85.3467781
Residential,27.7671787,85.3479963
Residential,27.7678014,85.3460204
Residential,27.7677765,85.3464643
Residential,27.7687083,85.346285
Residential,27.7674792,85.3468531
Residential,27.772454,85.3451434
Residential,27.767539,85.3473122
Residential,27.7714263,85.3490751
Residential,27.77085,85.3427885
Residential,27.7698559,85.352502
Residential,27.7697818,85.352708
Residential,27.7701575,85.3527907
Residential,27.7697559,85.3523628
Residential,27.7754207,85.3404893
Residential,27.7747738,85.3408092
Residential,27.7751657,85.340941
Residential,27.7759506,85.3402318
Residential,27.7761475,85.3402281
Residential,27.7763247,85.3399182
Residential,27.7762324,85.3402821
Residential,27.7688444,85.3505629
Residential,27.7687822,85.3503344
Residential,27.7689693,85.3496497
Residential,27.7720109,85.3413363
Residential,27.7751671,85.3406544
Residential,27.7751977,85.3403552
Residential,27.7751689,85.3406326
Residential,27.775462,85.3408409
Residential,27.7755645,85.3402291
Residential,27.7759173,85.3416866
Residential,27.7757621,85.3417973
Residential,27.7716755,85.3429085
Residential,27.7739565,85.356775
Residential,27.7720199,85.3567065
Residential,27.7723996,85.3568474
Residential,27.772395,85.356818
Residential,27.7725474,85.3569069
Residential,27.7687546,85.3556841
Residential,27.7691575,85.3528455
Residential,27.7690841,85.3531298
Residential,27.7686284,85.3537547
Residential,27.7697124,85.3520258
Residential,27.7696325,85.3522127
Residential,27.7695314,85.3521936
Residential,27.7697547,85.3520078
Residential,27.7694784,85.3550129
Residential,27.7687428,85.353294
Residential,27.7689505,85.3535102
Residential,27.769895,85.3520867
Residential,27.7702943,85.352269
Residential,27.7687775,85.3533271
Residential,27.7685083,85.3534526
Residential,27.7686213,85.3532615
Residential,27.768728,85.3533157
Residential,27.7698159,85.3517514
Residential,27.7689922,85.3534152
Residential,27.7689659,85.3534787
Residential,27.7712683,85.3572764
Residential,27.7716903,85.3567098
Residential,27.771216,85.3573101
Residential,27.7726643,85.3567472
Residential,27.7720763,85.3566995
Residential,27.7724458,85.3567775
Residential,27.7725371,85.3567035
Residential,27.7724143,85.3568722
Residential,27.7723546,85.3569367
Residential,27.7724611,85.3562867
Residential,27.7679489,85.3464773
Residential,27.767311,85.3473649
Residential,27.7681058,85.346528
Residential,27.7671243,85.3465174
Residential,27.7669952,85.3459928
Residential,27.7678888,85.3462719
Residential,27.767076,85.3462581
Residential,27.7676799,85.352888
Residential,27.7669793,85.3514815
Residential,27.7675177,85.3518909
Residential,27.7671553,85.3516463
Residential,27.7670377,85.3517638
Residential,27.7670086,85.3516647
Residential,27.7670523,85.351761
Residential,27.7675024,85.3516059
Residential,27.7680422,85.3508265
Residential,27.768133,85.3510497
Residential,27.7680304,85.3509366
Residential,27.7680652,85.3509003
Residential,27.768054,85.3506132
Residential,27.768012,85.3507133
Residential,27.7751592,85.3409787
Residential,27.7683083,85.3477311
Residential,27.7681799,85.3478168
Residential,27.7672836,85.3473965
Residential,27.7686747,85.3475549
Residential,27.7685912,85.3473612
Residential,27.7677617,85.3479815
Residential,27.7686392,85.3479191
Residential,27.7677573,85.3477737
Residential,27.7674991,85.3480604
Residential,27.7676133,85.3477371
Residential,27.7718065,85.3471125
Residential,27.7713498,85.3472542
Residential,27.7716133,85.3476066
Residential,27.7721214,85.3475377
Residential,27.7720718,85.347661
Residential,27.7720252,85.3472705
Residential,27.7719501,85.3460421
Residential,27.7711071,85.3468869
Residential,27.7723768,85.347086
Residential,27.7717396,85.3457455
Residential,27.7717147,85.3473394
Residential,27.7717581,85.3473968
Residential,27.7712927,85.346594
Residential,27.7722544,85.3466397
Residential,27.7714817,85.3472585
Residential,27.7679928,85.346139
Residential,27.7715368,85.3493267
Residential,27.7716255,85.349115
Residential,27.7715556,85.3494865
Residential,27.7715019,85.3490484
Residential,27.7715281,85.3492397
Residential,27.7719587,85.3473682
Residential,27.7718384,85.3471923
Residential,27.772098,85.3476733
Residential,27.7719419,85.3464455
Residential,27.771341,85.3465688
Residential,27.7719751,85.3465752
Residential,27.7711245,85.3465994
Residential,27.7721052,85.3460451
Residential,27.7719956,85.3465574
Residential,27.7712907,85.3466147
Residential,27.7718354,85.345623
Residential,27.7724748,85.3462678
Residential,27.7717089,85.3460342
Residential,27.7714934,85.3461493
Residential,27.7716616,85.347405
Residential,27.7716102,85.3478066
Residential,27.7717551,85.3457205
Residential,27.7718142,85.3460626
Residential,27.7713363,85.3471073
Residential,27.7717379,85.3475771
Residential,27.771116,85.3479226
Residential,27.7709267,85.3470884
Residential,27.7706693,85.347875
Residential,27.77235,85.3459417
Residential,27.7711498,85.3481086
Residential,27.7710701,85.347927
Residential,27.7699457,85.351459
Residential,27.7698914,85.3515966
Residential,27.7699674,85.3512306
Residential,27.7702453,85.3509998
Residential,27.7689513,85.3495585
Residential,27.7689282,85.3487853
Residential,27.7688521,85.3497915
Residential,27.7691083,85.3498869
Residential,27.768726,85.3491599
Residential,27.7731619,85.356525
Residential,27.7733576,85.3566631
Residential,27.7725372,85.3580449
Residential,27.7724678,85.3582128
Residential,27.7725578,85.3571776
Residential,27.771595,85.3489756
Residential,27.7716657,85.3422476
Residential,27.7722049,85.3451008
Residential,27.7722644,85.3448915
Residential,27.7759145,85.3410447
Residential,27.7766141,85.339745
Residential,27.7756648,85.341174
Residential,27.7709251,85.3422599
Residential,27.7757751,85.342786
Residential,27.7676236,85.3463271
Residential,27.7676475,85.3465143
Residential,27.7678046,85.3459368
Residential,27.7719434,85.3458292
Residential,27.7712052,85.3480833
Residential,27.7719552,85.3479327
Residential,27.7709122,85.3479983
Residential,27.7718535,85.3459903
Residential,27.771902,85.3464562
Residential,27.7720795,85.3462018
Residential,27.7712511,85.3465992
Residential,27.771048,85.347886
Residential,27.7740097,85.3561969
Residential,27.7739971,85.3561296
Residential,27.7710879,85.3488797
Residential,27.771502,85.3548731
Residential,27.7708412,85.3499463
Residential,27.7722435,85.3545045
Residential,27.7718384,85.3580469
Residential,27.7721217,85.3581367
Residential,27.7725278,85.3570772
Residential,27.7735021,85.3567493
Residential,27.7711346,85.3499141
Residential,27.7711151,85.3502318
Residential,27.7728726,85.3503762
Residential,27.7700565,85.3506713
Residential,27.7703784,85.3504589
Residential,27.7699721,85.3508129
Residential,27.7698762,85.3511708
Residential,27.7701484,85.3507396
Residential,27.7719917,85.35115
Residential,27.7684818,85.3534539
Residential,27.7685251,85.3530769
Residential,27.7693674,85.3537677
Residential,27.7686495,85.3531544
Residential,27.768694,85.3549933
Residential,27.768523,85.3529885
Residential,27.768649,85.3539985
Residential,27.7684799,85.3551288
Residential,27.7685365,85.3551965
Residential,27.7733558,85.3546897
Residential,27.7703098,85.3524509
Residential,27.7707252,85.3523902
Residential,27.7725274,85.3528301
Residential,27.7732629,85.3533013
Residential,27.771062,85.3532613
Residential,27.7740809,85.3547274
Residential,27.7732266,85.3548373
Residential,27.7719629,85.3552099
Residential,27.7748842,85.3547757
Residential,27.7739853,85.3546877
Residential,27.7736827,85.3547828
Residential,27.7721702,85.3552088
Residential,27.772525,85.3534039
Residential,27.7751578,85.3542051
Residential,27.7727806,85.3547301
Residential,27.7705425,85.3525143
Residential,27.770865,85.3547751
Residential,27.7706718,85.3547993
Residential,27.7738976,85.3548817
Residential,27.7727662,85.3553346
Residential,27.7726401,85.3553153
Residential,27.7717544,85.3551358
Residential,27.7731419,85.3548873
Residential,27.771585,85.3547033
Residential,27.7704481,85.355197
Residential,27.7723107,85.35509
Residential,27.7711712,85.3551903
Residential,27.7705967,85.3551769
Residential,27.7722749,85.355005
Residential,27.7726929,85.3535565
Residential,27.7715679,85.3546554
Residential,27.7713953,85.3544455
Residential,27.7714277,85.3547671
Residential,27.7737777,85.3539699
Residential,27.7720132,85.353366
Residential,27.7727148,85.3538033
Residential,27.7714716,85.3547967
Residential,27.7688653,85.3507107
Residential,27.7692452,85.349257
Residential,27.7688169,85.3502133
Residential,27.7690112,85.3506846
Residential,27.7689805,85.3498594
Residential,27.7689449,85.3496516
Residential,27.7690488,85.3496702
Residential,27.7679533,85.3480291
Residential,27.7674273,85.3479891
Residential,27.7675776,85.3480652
Residential,27.7666072,85.3470904
Residential,27.7668398,85.3465743
Residential,27.767478,85.3464301
Residential,27.7676545,85.3465559
Residential,27.7724621,85.3449316
Residential,27.7724399,85.3429591
Residential,27.7751651,85.3404984
Residential,27.7703511,85.3480039
Residential,27.7703547,85.34774
Residential,27.7703086,85.3470136
Residential,27.7702881,85.3465808
Residential,27.7702115,85.3477969
Residential,27.770154,85.3466214
Residential,27.7702352,85.3476863
Residential,27.773625,85.3513367
Residential,27.7774529,85.3436873
Residential,27.773626,85.3522107
Residential,27.7746529,85.3530831
Residential,27.7773104,85.3444237
Residential,27.7737464,85.3520057
Residential,27.7710603,85.3479937
Residential,27.7705135,85.3480806
Residential,27.7724243,85.3461743
Residential,27.7703683,85.3478744
Residential,27.770393,85.3476563
Residential,27.7706615,85.3479023
Residential,27.7702286,85.3477476
Residential,27.7702287,85.3468752
Residential,27.7702284,85.346648
Residential,27.7678102,85.3502069
Residential,27.7676301,85.3501173
Residential,27.7737005,85.3519819
Residential,27.7735791,85.3520661
Residential,27.7736137,85.3519319
Residential,27.7748225,85.3532102
Residential,27.7736756,85.3519878
Residential,27.7702147,85.3567176
Residential,27.7720087,85.3562719
Residential,27.7717698,85.356974
Residential,27.7723228,85.3559132
Residential,27.7657251,85.3426102
Residential,27.7766143,85.3402605
Residential,27.7768671,85.3403934
Residential,27.776797,85.3400536
Residential,27.7761528,85.3402021
Residential,27.7762858,85.3400306
Residential,27.7656989,85.3432106
Residential,27.7760802,85.3405064
Residential,27.7759986,85.3405679
Residential,27.7758562,85.3406305
Residential,27.7753614,85.3409541
Residential,27.7680907,85.3538934
Residential,27.7660102,85.3498653
Residential,27.7656633,85.34931
Residential,27.7735296,85.3518186
Residential,27.7730602,85.3524342
Residential,27.7727118,85.3528048
Residential,27.772711,85.3523454
Residential,27.7723011,85.3430009
Residential,27.7734522,85.3430926
Residential,27.7734157,85.3426193
Residential,27.7728343,85.3426528
Residential,27.7674778,85.3498229
Residential,27.7722853,85.3526494
Residential,27.7740863,85.3524869
Residential,27.7688003,85.3511766
Residential,27.7688504,85.3511662
Residential,27.7687022,85.3508335
Residential,27.7685402,85.3512165
Residential,27.7689088,85.3494052
Residential,27.7689418,85.3512339
Residential,27.7689506,85.3509037
Residential,27.768745,85.3504683
Residential,27.7688738,85.3511102
Residential,27.7696777,85.3483246
Residential,27.7688264,85.3502106
Residential,27.7688551,85.3498243
Residential,27.7690075,85.3511742
Residential,27.7689645,85.3491321
Residential,27.7687196,85.3510377
Residential,27.7688592,85.3501267
Residential,27.7676666,85.3478194
Residential,27.7704664,85.3466146
Residential,27.7703218,85.3463654
Residential,27.7708533,85.3465681
Residential,27.7708386,85.3463947
Residential,27.768982,85.352875
Residential,27.7688537,85.3529559
Residential,27.7685134,85.3550821
Residential,27.7691056,85.3530921
Residential,27.7688554,85.3544698
Residential,27.7685135,85.3551556
Residential,27.768529,85.3551262
Residential,27.7701227,85.3511087
Residential,27.7702601,85.3466545
Residential,27.7703184,85.3464217
Residential,27.7708382,85.3465395
Residential,27.7707879,85.3463162
Residential,27.7707698,85.3462333
Residential,27.7706044,85.3462959
Residential,27.7702414,85.3465383
Residential,27.7673775,85.3470305
Residential,27.7668305,85.3468414
Residential,27.7690874,85.3473884
Residential,27.7672438,85.3479933
Residential,27.7676311,85.3472411
Residential,27.7668423,85.347658
Residential,27.7679444,85.3459576
Residential,27.7678334,85.3470438
Residential,27.7726386,85.3502626
Residential,27.7717085,85.3494555
Residential,27.7736077,85.3519798
Residential,27.7735716,85.3519311
Residential,27.7729008,85.3534367
Residential,27.7729992,85.3533189
Residential,27.7725468,85.3552724
Residential,27.7678742,85.3502425
Residential,27.7678616,85.3501216
Residential,27.7677865,85.3499311
Residential,27.767772,85.3501231
Residential,27.7677256,85.3498883
Residential,27.7676836,85.3497509
Residential,27.7674051,85.34993
Residential,27.7672793,85.3502202
Residential,27.7676374,85.350429
Residential,27.7706136,85.3476433
Residential,27.7702914,85.3468723
Residential,27.7694299,85.3466401
Residential,27.7697606,85.3466582
Residential,27.7704975,85.347004
Residential,27.7703132,85.3472324
Residential,27.770432,85.3473209
Residential,27.7705736,85.3472585
Residential,27.7689348,85.3466143
Residential,27.768873,85.3463158
Residential,27.769017,85.3462527
Residential,27.769457,85.3453279
Residential,27.7688561,85.3459754
Residential,27.769145,85.3464334
Residential,27.7699261,85.3486029
Residential,27.7688857,85.349225
Residential,27.7689132,85.3492949
Residential,27.7690898,85.3514334
Residential,27.7689646,85.3512348
Residential,27.7731514,85.3532194
Residential,27.7731708,85.3543352
Residential,27.7700184,85.3545954
Residential,27.7726111,85.3535519
Residential,27.7725471,85.3552515
Residential,27.7729086,85.3568096
Residential,27.7705197,85.347304
Residential,27.7704485,85.3471892
Residential,27.7703563,85.347077
Residential,27.7700994,85.347491
Residential,27.7689875,85.3465273
Residential,27.7689279,85.3463895
Residential,27.7688438,85.3465553
Residential,27.7689507,85.3459144
Residential,27.7688832,85.3460264
Residential,27.7689498,85.3458547
Residential,27.7694254,85.3454046
Residential,27.7695747,85.3453654
Residential,27.7691361,85.3457481
Residential,27.7695221,85.3451758
Residential,27.7696742,85.3436828
Residential,27.7694936,85.3442963
Residential,27.7677642,85.3436621
Residential,27.7658181,85.349291
Residential,27.7654439,85.3489294
Residential,27.7655118,85.3492786
Residential,27.76567,85.34952
Residential,27.7657366,85.3494377
Residential,27.7657462,85.3495187
Residential,27.7658458,85.3495532
Residential,27.7657936,85.3497177
Residential,27.773016,85.3449928
Residential,27.7702177,85.3540035
Residential,27.770087,85.3538371
Residential,27.770502,85.3537857
Residential,27.770447,85.3539668
Residential,27.7704885,85.3537129
Residential,27.7704241,85.3539111
Residential,27.7704301,85.3534156
Residential,27.7705085,85.3532845
Residential,27.770275,85.3532662
Residential,27.770492,85.352814
Residential,27.7705399,85.3527221
Residential,27.7707727,85.3528669
Residential,27.770563,85.3529831
Residential,27.7710361,85.3531972
Residential,27.7709636,85.3532877
Residential,27.7712313,85.3530395
Residential,27.7714927,85.3527745
Residential,27.7709005,85.3524611
Residential,27.7751683,85.3543917
Residential,27.7709226,85.3534163
Residential,27.771429,85.3531942
Residential,27.7704243,85.3534785
Residential,27.7708913,85.353331
Residential,27.7706664,85.352402
Residential,27.7707567,85.3523273
Residential,27.7707688,85.3524067
Residential,27.7706537,85.3526513
Residential,27.7708951,85.3526932
Residential,27.7709557,85.3526092
Residential,27.7710843,85.3524615
Residential,27.7725049,85.3538249
Residential,27.7725547,85.3537451
Residential,27.7725399,85.352946
Residential,27.7724817,85.3528782
Residential,27.7726378,85.3541342
Residential,27.7726002,85.35331
Residential,27.7720615,85.3553422
Residential,27.7734191,85.3532652
Residential,27.7739251,85.3541933
Residential,27.7738489,85.3548451
Residential,27.7738281,85.3549149
Residential,27.7739029,85.3550602
Residential,27.7736498,85.3546041
Residential,27.7733356,85.3550772
Residential,27.7710174,85.3525686
Residential,27.7710174,85.3527372
Residential,27.7718371,85.3552396
Residential,27.7724564,85.3533841
Residential,27.7737543,85.3541816
Residential,27.7741645,85.3533846
Residential,27.773148,85.3547502
Residential,27.7742176,85.3548025
Residential,27.7740936,85.3549512
Residential,27.7658377,85.3493602
Residential,27.7657913,85.349991
Residential,27.7722626,85.3503066
Residential,27.7702226,85.3510739
Residential,27.7702122,85.3504091
Residential,27.7709925,85.3523774
Residential,27.7709173,85.3482374
Residential,27.7710714,85.3483502
Residential,27.7708059,85.3485999
Residential,27.7706905,85.3492775
Residential,27.770683,85.3496451
Residential,27.7708341,85.3505329
Residential,27.7705813,85.3512218
Residential,27.7703209,85.3510702
Residential,27.7698042,85.3496755
Residential,27.7702133,85.347655
Residential,27.7699476,85.3503263
Residential,27.76998,85.3491672
Residential,27.7703933,85.3487467
Residential,27.7710676,85.3523536
Residential,27.7704521,85.348056
Residential,27.7707806,85.3481048
Residential,27.7708764,85.3482234
Residential,27.7710573,85.3485839
Residential,27.7707604,85.3504534
Residential,27.7692383,85.350755
Residential,27.7692851,85.3507821
Residential,27.7699492,85.3492019
Residential,27.7728804,85.3412907
Residential,27.7729552,85.3412777
Residential,27.7712993,85.3487093
Residential,27.7693696,85.3510623
Residential,27.7675018,85.3499205
Residential,27.7677101,85.3501935
Residential,27.7685556,85.351004
Residential,27.7681775,85.3508892
Residential,27.7684756,85.3514139
Residential,27.7686349,85.3514861
Residential,27.7684647,85.3513768
Residential,27.7673541,85.3501057
Residential,27.7701996,85.347726
Residential,27.7698192,85.3480301
Residential,27.7670221,85.348201
Residential,27.7669349,85.3485955
Residential,27.7671601,85.3484829
Residential,27.7669457,85.3484704
Residential,27.7660864,85.3479044
Residential,27.7660238,85.3473558
Residential,27.7737228,85.3419026
Residential,27.7736443,85.3408631
Residential,27.7734283,85.3415117
Residential,27.767411,85.3504071
Residential,27.7673266,85.3502115
Residential,27.7674553,85.3497847
Residential,27.7674675,85.3498151
Residential,27.7705323,85.3473193
Residential,27.7704784,85.3473664
Residential,27.7706959,85.3474412
